2024-11-17 19:26:07.971 GMT,,,1,,673a434f.1,1,,2024-11-17 19:26:07 GMT,,0,LOG,00000,"starting PostgreSQL 17.1 (Debian 17.1-1.pgdg120+1) on x86_64-pc-linux-gnu, compiled by gcc (Debian 12.2.0-14) 12.2.0, 64-bit",,,,,,,,"PostmasterMain, postmaster.c:1080","","postmaster",,0
2024-11-17 19:26:07.973 GMT,,,1,,673a434f.1,2,,2024-11-17 19:26:07 GMT,,0,LOG,00000,"listening on IPv4 address ""0.0.0.0"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-17 19:26:07.973 GMT,,,1,,673a434f.1,3,,2024-11-17 19:26:07 GMT,,0,LOG,00000,"listening on IPv6 address ""::"", port 5432",,,,,,,,"ListenServerPort, pqcomm.c:661","","postmaster",,0
2024-11-17 19:26:07.992 GMT,,,1,,673a434f.1,4,,2024-11-17 19:26:07 GMT,,0,LOG,00000,"listening on Unix socket ""/var/run/postgresql/.s.PGSQL.5432""",,,,,,,,"ListenServerPort, pqcomm.c:657","","postmaster",,0
2024-11-17 19:26:08.063 GMT,,,30,,673a4350.1e,1,,2024-11-17 19:26:08 GMT,,0,LOG,00000,"database system was shut down at 2024-11-17 19:24:38 GMT",,,,,,,,"StartupXLOG, xlog.c:5445","","startup",,0
2024-11-17 19:26:08.163 GMT,,,1,,673a434f.1,5,,2024-11-17 19:26:07 GMT,,0,LOG,00000,"database system is ready to accept connections",,,,,,,,"process_pm_child_exit, postmaster.c:2483","","postmaster",,0
2024-11-17 19:27:45.821 GMT,"postgres","login",38,"172.18.0.4:52758",673a43b1.26,1,"PARSE",2024-11-17 19:27:45 GMT,0/2,0,LOG,00000,"duration: 71.599 ms  parse s0: SELECT ""public"".""Users"".""id"", ""public"".""Users"".""email"", ""public"".""Users"".""password"" FROM ""public"".""Users"" WHERE 1=1 OFFSET $1",,,,,,,,"exec_parse_message, postgres.c:1609","","client backend",,0
2024-11-17 19:27:45.853 GMT,"postgres","login",38,"172.18.0.4:52758",673a43b1.26,2,"BIND",2024-11-17 19:27:45 GMT,0/3,0,LOG,00000,"AUDIT: SESSION,1,1,READ,SELECT,,,""SELECT """"public"""".""""Users"""".""""id"""", """"public"""".""""Users"""".""""email"""", """"public"""".""""Users"""".""""password"""" FROM """"public"""".""""Users"""" WHERE 1=1 OFFSET $1"",<not logged>",,,,,,,,"log_audit_event, pgaudit.c:875","","client backend",,0
2024-11-17 19:27:45.858 GMT,"postgres","login",38,"172.18.0.4:52758",673a43b1.26,3,"BIND",2024-11-17 19:27:45 GMT,0/3,0,LOG,00000,"duration: 35.109 ms  bind s0: SELECT ""public"".""Users"".""id"", ""public"".""Users"".""email"", ""public"".""Users"".""password"" FROM ""public"".""Users"" WHERE 1=1 OFFSET $1","Parameters: $1 = '0'",,,,,,,"exec_bind_message, postgres.c:2075","","client backend",,0
2024-11-17 19:27:45.858 GMT,"postgres","login",38,"172.18.0.4:52758",673a43b1.26,4,"SELECT",2024-11-17 19:27:45 GMT,0/3,0,LOG,00000,"execute s0: SELECT ""public"".""Users"".""id"", ""public"".""Users"".""email"", ""public"".""Users"".""password"" FROM ""public"".""Users"" WHERE 1=1 OFFSET $1","Parameters: $1 = '0'",,,,,,,"exec_execute_message, postgres.c:2212","","client backend",,0
